hunt_code,open_date,close_date,bag_limit_description,notes
105-8,2026-09-01,2026-12-31,Doe or fawn white- tailed deer,Regular season; Quota: 75
106-Gen,2026-10-01,2026-10-14,Antlered mule deer within the North Absaroka Wilderness; any white-tailed deer valid in the entire area,Regular season
106-Gen,2026-10-15,2026-10-31,Antlered mule deer or any white-tailed deer,Regular season
106-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
106-8,2026-10-01,2026-12-15,Doe or fawn white- tailed deer,Regular season; Quota: 50
106-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
109-3,2026-11-01,2026-12-31,Any white-tailed deer,Regular season; Quota: 35
109-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
109-8,2026-11-01,2026-12-31,Doe or fawn white- tailed deer,Regular season; Quota: 125
109-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
110-Gen,2026-10-15,2026-11-10,Antlered mule deer or any white-tailed deer,Regular season
110-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
"110, 111-1",2026-11-01,2026-11-20,Antlered mule deer or any white-tailed deer,Regular season; Quota: 25
"110, 111-1-ARCH",2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
"110, 111-8",2026-10-01,2026-12-31,Doe or fawn white- tailed deer,Regular season; Quota: 100
"110, 111-8-ARCH",2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
111-Gen,2026-10-15,2026-11-10,Antlered mule deer or any white-tailed deer,Regular season
111-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
112-Gen,2026-10-15,2026-11-10,Antlered mule deer or any white-tailed deer,Regular season
112-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
"112, 113, 114-1",2026-11-01,2026-11-20,Antlered mule deer or any white-tailed deer,Regular season; Quota: 25
"112, 113, 114-1-ARCH",2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
"112, 113-3",2026-10-01,2026-12-31,Any white-tailed deer,Regular season; Quota: 75
"112, 113-3-ARCH",2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
"112, 113-8",2026-10-01,2026-12-31,Doe or fawn white- tailed deer,Regular season; Quota: 300
"112, 113-8-ARCH",2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
113-Gen,2026-10-15,2026-11-10,Antlered mule deer or any white-tailed deer,Regular season
113-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
113-7,2026-09-15,2026-12-31,Doe or fawn valid north and east of Carter Creek,Regular season; Quota: 100
113-7-ARCH,2026-09-01,2026-09-14,Doe or fawn valid north and east of Carter Creek,Special archery season
114-Gen,2026-10-15,2026-11-10,Antlered mule deer or any white-tailed deer,Regular season
114-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
115-Gen,2026-09-10,2026-10-27,Antlered mule deer or any white-tailed deer,Regular season
115-Gen-ARCH,2026-09-01,2026-09-09,Antlered mule deer or any white-tailed deer,Special archery season
116-1,2026-10-15,2026-10-31,Antlered mule deer or any white-tailed deer,Regular season; Quota: 75
116-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
"116, 117-3",2026-11-01,2026-11-30,Any white-tailed deer,Regular season; Quota: 100
"116, 117-3-ARCH",2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
116-7,2026-09-01,2026-10-14,Doe or fawn white- tailed deer valid on private land in the Wood River drainage,Regular season; Quota: 125
"116, 117-8",2026-10-15,2026-11-30,Doe or fawn white- tailed deer,Regular season; Quota: 200
"116, 117-8-ARCH",2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
117-1,2026-09-15,2026-10-15,Antlered mule deer or any white-tailed deer,Regular season; Quota: 50
117-1-ARCH,2026-09-01,2026-09-14,Antlered mule deer or any white-tailed deer,Special archery season
118-1,2026-10-15,2026-10-31,Antlered mule deer or any white-tailed deer,Regular season; Quota: 25
118-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
118-1,2026-11-01,2026-11-30,Any white-tailed deer,Regular season
"118, 119-8",2026-10-15,2026-11-30,Doe or fawn white- tailed deer,Regular season; Quota: 25
"118, 119-8-ARCH",2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
119-1,2026-11-01,2026-11-15,Antlered mule deer or any white-tailed deer,Regular season; Quota: 50
119-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
119-2,2026-10-15,2026-10-31,Antlered mule deer or any white-tailed deer,Regular season; Quota: 50
119-2-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
"119, 120-3",2026-10-01,2026-11-30,Any white-tailed deer,Regular season; Quota: 100
"119, 120-3-ARCH",2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
120-1,2026-11-01,2026-11-15,Antlered mule deer or any white-tailed deer,Regular season; Quota: 75
120-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
120-8,2026-09-01,2026-12-15,Doe or fawn white- tailed deer,Regular season; Quota: 200
121-Gen,2026-11-01,2026-11-10,Any deer on private land; antlered mule deer or any white- tailed deer off private land,Regular season
121-Gen-ARCH,2026-09-01,2026-09-30,Any deer on private land; antlered mule deer or any white- tailed deer off private land,Special archery season
121-3,2026-11-01,2026-12-15,Any white-tailed deer,Regular season; Quota: 75
121-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
121-6,2026-08-15,2026-11-30,Doe or fawn valid on private land,Regular season; Quota: 100
121-8,2026-11-01,2026-12-15,Doe or fawn white- tailed deer,Regular season; Quota: 100
121-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
122-Gen,2026-11-01,2026-11-10,Any deer on private land; antlered mule deer or any white- tailed deer off private land,Regular season
122-Gen-ARCH,2026-09-01,2026-09-30,Any deer on private land; antlered mule deer or any white- tailed deer off private land,Special archery season
122-3,2026-11-01,2026-12-15,Any white-tailed deer,Regular season; Quota: 75
122-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
122-6,2026-10-15,2026-11-30,Doe or fawn valid on private land,Regular season; Quota: 100
122-6-ARCH,2026-09-01,2026-09-30,Doe or fawn valid on private land,Special archery season
122-8,2026-11-01,2026-12-15,Doe or fawn white- tailed deer,Regular season; Quota: 200
122-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
123-Gen,2026-10-15,2026-10-31,Antlered mule deer or any white-tailed deer,Regular season
123-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
123-6,2026-10-15,2026-11-30,Doe or fawn valid on private land,Regular season; Quota: 25
123-6-ARCH,2026-09-01,2026-09-30,Doe or fawn valid on private land,Special archery season
124-Gen,2026-11-01,2026-11-10,Antlered mule deer or any white-tailed deer,Regular season
124-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
124-3,2026-11-01,2026-11-30,Any white-tailed deer,Regular season; Quota: 100
124-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
124-6,2026-11-01,2026-11-30,Doe or fawn valid on or within one-half (1/2) mile of irrigated land,Regular season; Quota: 25
124-6-ARCH,2026-09-01,2026-09-30,Doe or fawn valid on or within one-half (1/2) mile of irrigated land,Special archery season
124-8,2026-11-01,2026-11-30,Doe or fawn white- tailed deer,Regular season; Quota: 250
124-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
125-1,2026-11-01,2026-11-15,Antlered mule deer or any white-tailed deer,Regular season; Quota: 75
125-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
125-1,2026-11-16,2026-12-15,Any white-tailed deer,Regular season
125-8,2026-11-01,2026-12-15,Doe or fawn white- tailed deer,Regular season; Quota: 25
125-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
127-Gen,2026-10-15,2026-10-24,Antlered mule deer or any white-tailed deer,Regular season
127-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
127-3,2026-11-01,2026-12-15,Any white-tailed deer,Regular season; Quota: 50
127-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
127-8,2026-10-15,2026-12-15,Doe or fawn white- tailed deer,Regular season; Quota: 100
127-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
128-Gen,2026-10-01,2026-10-15,Antlered mule deer or any white-tailed deer,Regular season
128-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
128-1,2026-11-01,2026-11-20,Any deer,Regular season; Quota: 50
128-1-ARCH,2026-09-01,2026-09-30,Any deer,Special archery season
128-3,2026-11-01,2026-11-30,Any white-tailed deer,Regular season; Quota: 50
128-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
128-8,2026-10-01,2026-10-31,Doe or fawn white- tailed deer,Regular season; Quota: 50
128-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
128-8,2026-11-01,2026-11-30,Doe or fawn white- tailed deer valid on private land,Regular season
130-Gen,2026-10-01,2026-10-06,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
130-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
130-1,2026-10-15,2026-10-31,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season; Quota: 5
130-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
131-Gen,2026-10-01,2026-10-06,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
131-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
131-7,2026-10-01,2026-10-31,Doe or fawn valid west of the Blue Rim (Sweetwater County Road 5) and Old Stauffer Roads (Sweetwater County Road 7) and south of the OCI Entrance Road (Sweetwater County Road 6),Regular season; Quota: 25
131-7-ARCH,2026-09-01,2026-09-30,Doe or fawn valid west of the Blue Rim (Sweetwater County Road 5) and Old Stauffer Roads (Sweetwater County Road 7) and south of the OCI Entrance Road (Sweetwater County Road 6),Special archery season
132-Gen,2026-10-01,2026-10-06,Antlered mule deer or any white-tailed deer,Regular season
132-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
"132-Gen-
Youth
only",2026-10-01,2026-10-12,Antlered mule deer or any white-tailed deer; youth only,Regular season
"132-Gen-
Youth
only-ARCH",2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer; youth only,Special archery season
"132, 133, 134, 135, 168-3",2026-10-01,2026-11-30,Any white-tailed deer,Regular season; Quota: 25
"132, 133, 134, 135, 168-3-ARCH",2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
132-7,2026-10-01,2026-10-31,Doe or fawn valid on or within one (1) mile of irrigated land in Sweetwater County west of Wyoming Highway 530 and north of Sweetwater County Road 1 and BLM Road 4315,Regular season; Quota: 25
132-7-ARCH,2026-09-01,2026-09-30,Doe or fawn valid on or within one (1) mile of irrigated land in Sweetwater County west of Wyoming Highway 530 and north of Sweetwater County Road 1 and BLM Road 4315,Special archery season
133-Gen,2026-10-01,2026-10-06,Antlered mule deer or any white-tailed deer,Regular season
133-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
"133-Gen-
Youth
only",2026-10-01,2026-10-12,Antlered mule deer or any white-tailed deer; youth only,Regular season
"133-Gen-
Youth
only-ARCH",2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer; youth only,Special archery season
134-Gen,2026-10-01,2026-10-06,Antlered mule deer or any white-tailed deer,Regular season
134-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
"134-Gen-
Youth
only",2026-10-01,2026-10-12,Antlered mule deer or any white-tailed deer; youth only,Regular season
"134-Gen-
Youth
only-ARCH",2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer; youth only,Special archery season
135-Gen,2026-10-01,2026-10-06,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
135-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
"135-Gen-
Youth
only",2026-10-01,2026-10-12,Antlered mule deer or any white-tailed deer; youth only,Regular season
"135-Gen-
Youth
only-ARCH",2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer; youth only,Special archery season
138-Gen,2026-09-15,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
138-Gen-ARCH,2026-09-01,2026-09-14,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
"138, 139, 140, 142, 143-3",2026-10-01,2026-11-30,Any white-tailed deer,Regular season; Quota: 50
"138, 139, 140, 142, 143-3-ARCH",2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
139-Gen,2026-09-15,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
139-Gen-ARCH,2026-09-01,2026-09-14,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
140-Gen,2026-09-15,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
140-Gen-ARCH,2026-09-01,2026-09-14,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
141-1,2026-10-01,2026-10-21,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season; Quota: 50
141-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
141-1,2026-10-22,2026-10-31,Antlered mule deer four (4) points or more on either antler or any white-tailed deer on national forest,Regular season
142-Gen,2026-09-15,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
142-Gen-ARCH,2026-09-01,2026-09-14,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
143-Gen,2026-09-15,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
143-Gen-ARCH,2026-09-01,2026-09-14,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
144-Gen,2026-09-15,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
144-Gen-ARCH,2026-09-01,2026-09-14,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
145-Gen,2026-09-15,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
145-Gen-ARCH,2026-09-01,2026-09-14,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
145-3,2026-09-15,2026-11-15,Any white-tailed deer,Regular season; Quota: 25
145-3-ARCH,2026-09-01,2026-09-14,Any white-tailed deer,Special archery season
145-3,2026-11-16,2027-01-31,Antlerless white- tailed deer,Regular season
145-8,2026-11-01,2027-01-31,Doe or fawn white- tailed deer,Regular season; Quota: 25
146-Gen,2026-09-15,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
146-Gen-ARCH,2026-09-01,2026-09-14,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
148-Gen,2026-09-15,2026-10-25,Antlered mule deer or any white-tailed deer,Regular season
148-Gen-ARCH,2026-09-01,2026-09-14,Antlered mule deer or any white-tailed deer,Special archery season
"148, 150, 151, 152, 155, 156-3",2026-09-15,2026-11-30,Any white-tailed deer,Regular season; Quota: 50
"148, 150, 151, 152, 155, 156-3-ARCH",2026-09-01,2026-09-14,Any white-tailed deer,Special archery season
"148, 150, 151, 152, 155, 156-8",2026-09-15,2026-11-30,Doe or fawn white- tailed deer,Regular season; Quota: 50
"148, 150, 151, 152, 155, 156-8-ARCH",2026-09-01,2026-09-14,Doe or fawn white- tailed deer,Special archery season
149-Gen,2026-09-15,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
149-Gen-ARCH,2026-09-01,2026-09-14,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
149-3,2026-09-15,2026-11-30,Any white-tailed deer,Regular season; Quota: 25
149-3-ARCH,2026-09-01,2026-09-14,Any white-tailed deer,Special archery season
149-8,2026-09-15,2026-11-30,Doe or fawn white- tailed deer,Regular season; Quota: 25
149-8-ARCH,2026-09-01,2026-09-14,Doe or fawn white- tailed deer,Special archery season
150-Gen,2026-09-15,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
150-Gen-ARCH,2026-09-01,2026-09-14,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
151-Gen,2026-09-15,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
151-Gen-ARCH,2026-09-01,2026-09-14,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
152-Gen,2026-09-15,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
152-Gen-ARCH,2026-09-01,2026-09-14,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
153-Gen,2026-09-15,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
153-Gen-ARCH,2026-09-01,2026-09-14,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
154-Gen,2026-09-15,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
154-Gen-ARCH,2026-09-01,2026-09-14,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
155-Gen,2026-09-15,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
155-Gen-ARCH,2026-09-01,2026-09-14,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
156-Gen,2026-09-15,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
156-Gen-ARCH,2026-09-01,2026-09-14,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
157-Gen,2026-10-01,2026-10-31,Any deer,Regular season
157-Gen-ARCH,2026-09-01,2026-09-30,Any deer,Special archery season
157-3,2026-11-01,2026-11-30,Any white-tailed deer,Regular season; Quota: 175
157-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
157-6,2026-10-01,2026-11-10,Doe or fawn,Regular season; Quota: 100
157-6-ARCH,2026-09-01,2026-09-30,Doe or fawn,Special archery season
157-8,2026-10-01,2026-10-31,Doe or fawn white- tailed deer,Regular season; Quota: Unlimited
157-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
157-8,2026-11-01,2026-11-30,Doe or fawn white- tailed deer valid on private land,Regular season
160-Gen,2026-10-15,2026-10-20,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
160-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
163-Gen,2026-10-15,2026-10-21,Antlered mule deer or any white-tailed deer,Regular season
163-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
163-Gen,2026-11-01,2026-11-15,Any white-tailed deer,Regular season
164-Gen,2026-10-01,2026-10-14,Antlered mule deer or any white-tailed deer,Regular season
164-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
164-1,2026-11-15,2026-11-30,Antlered mule deer or any white-tailed deer valid on or within one (1) mile of irrigated land,Regular season; Quota: 50
164-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer valid on or within one (1) mile of irrigated land,Special archery season
164-3,2026-10-01,2026-12-15,Any white-tailed deer,Regular season; Quota: 100
164-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
164-6,2026-10-01,2026-11-15,Doe or fawn valid on or within one-half (1/2) mile of irrigated land,Regular season; Quota: 50
164-6-ARCH,2026-09-01,2026-09-30,Doe or fawn valid on or within one-half (1/2) mile of irrigated land,Special archery season
164-7,2026-11-15,2026-11-30,Doe or fawn valid on or within one (1) mile of irrigated land,Regular season; Quota: 50
164-7-ARCH,2026-09-01,2026-09-30,Doe or fawn valid on or within one (1) mile of irrigated land,Special archery season
164-8,2026-09-01,2026-12-31,Doe or fawn white- tailed deer,Regular season; Quota: 200
165-1,2026-10-15,2026-10-31,Antlered mule deer or any white-tailed deer,Regular season; Quota: 50
165-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
165-3,2026-10-15,2026-12-15,Any white-tailed deer,Regular season; Quota: 100
165-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
165-8,2026-10-15,2026-12-31,Doe or fawn white- tailed deer,Regular season; Quota: 300
165-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
168-Gen,2026-10-01,2026-10-06,Antlered mule deer or any white-tailed deer,Regular season
168-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
"168-Gen-
Youth
only",2026-10-01,2026-10-12,Antlered mule deer or any white-tailed deer; youth only,Regular season
"168-Gen-
Youth
only-ARCH",2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer; youth only,Special archery season
169-Gen,2026-10-15,2026-10-21,Antlered mule deer or any white-tailed deer,Regular season
169-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
169-Gen,2026-11-01,2026-11-15,Any white-tailed deer,Regular season
171-Gen,2026-10-01,2026-10-31,Any deer,Regular season
171-Gen-ARCH,2026-09-01,2026-09-30,Any deer,Special archery season
171-3,2026-10-01,2026-12-31,Any white-tailed deer,Regular season; Quota: 150
171-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
171-6,2026-10-01,2026-12-31,Doe or fawn,Regular season; Quota: 350
171-6-ARCH,2026-09-01,2026-09-30,Doe or fawn,Special archery season
