id,year,hunt_code,success_rate,satisfaction,days_hunted,licenses_sold,source_file
2769,2021,DER-1-500,75.0,4.1,2.4,8.0,2021-2022 Deer Harvest Report.pdf
2770,2021,DER-3-164,11.0,2.4,5.1,3.0,2021-2022 Deer Harvest Report.pdf
2771,2021,DER-1-161,30.0,2.7,3.0,99.0,2021-2022 Deer Harvest Report.pdf
2772,2021,DER-1-165,18.0,2.8,3.5,20.0,2021-2022 Deer Harvest Report.pdf
2773,2021,DER-1-166,30.0,3.5,3.5,70.0,2021-2022 Deer Harvest Report.pdf
2774,2021,DER-1-167,29.0,3.8,3.7,3.0,2021-2022 Deer Harvest Report.pdf
2775,2021,DER-2-170,10.0,3.4,8.2,100.0,2021-2022 Deer Harvest Report.pdf
2776,2021,DER-3-171,22.0,3.3,4.3,3.0,2021-2022 Deer Harvest Report.pdf
2777,2021,DER-1-165,100.0,3.0,3.0,11.0,2021-2022 Deer Harvest Report.pdf
2778,2021,DER-1-166,48.0,3.4,3.4,36.0,2021-2022 Deer Harvest Report.pdf
2779,2021,DER-1-167,46.0,3.5,3.9,3.0,2021-2022 Deer Harvest Report.pdf
2780,2021,DER-2-179,16.0,3.4,6.8,75.0,2021-2022 Deer Harvest Report.pdf
2781,2021,DER-3-180,15.0,3.0,3.8,3311.0,2021-2022 Deer Harvest Report.pdf
2782,2021,DER-1-175,30.0,3.7,3.5,27.0,2021-2022 Deer Harvest Report.pdf
2783,2021,DER-3-184,67.0,4.0,3.1,3.0,2021-2022 Deer Harvest Report.pdf
2784,2021,DER-1-181,46.0,3.8,3.0,4411.0,2021-2022 Deer Harvest Report.pdf
2785,2021,DER-3-188,23.0,2.7,4.0,100.0,2021-2022 Deer Harvest Report.pdf
2786,2021,DER-2-185,0.0,3.0,5.3,5511.0,2021-2022 Deer Harvest Report.pdf
2787,2021,DER-2-194,17.0,3.2,5.9,175.0,2021-2022 Deer Harvest Report.pdf
2788,2021,DER-1-191,25.0,2.5,3.3,7.0,2021-2022 Deer Harvest Report.pdf
2789,2021,DER-2-200,15.0,3.3,5.9,75.0,2021-2022 Deer Harvest Report.pdf
2790,2021,DER-1-197,30.0,3.6,2.8,30.0,2021-2022 Deer Harvest Report.pdf
2791,2021,DER-3-206,26.0,3.1,4.0,3.0,2021-2022 Deer Harvest Report.pdf
2792,2021,DER-1-202,14.0,2.8,3.7,8811.0,2021-2022 Deer Harvest Report.pdf
2793,2021,DER-1-203,23.0,3.3,3.7,45.0,2021-2022 Deer Harvest Report.pdf
2794,2021,DER-2-208,0.0,4.0,10.0,1.0,2021-2022 Deer Harvest Report.pdf
2795,2021,DER-1-210,31.0,3.2,3.3,90.0,2021-2022 Deer Harvest Report.pdf
2796,2021,DER-1-211,29.0,3.2,3.4,90.0,2021-2022 Deer Harvest Report.pdf
2797,2021,DER-3-214,16.0,3.2,3.6,3.0,2021-2022 Deer Harvest Report.pdf
2798,2021,DER-1-210,0.0,2.5,3.5,22.0,2021-2022 Deer Harvest Report.pdf
2799,2021,DER-1-211,0.0,3.0,3.0,2.0,2021-2022 Deer Harvest Report.pdf
2800,2021,DER-2-219,14.0,3.6,6.3,200.0,2021-2022 Deer Harvest Report.pdf
2801,2021,DER-3-220,17.0,3.0,3.5,3.0,2021-2022 Deer Harvest Report.pdf
2802,2021,DER-1-215,43.0,3.6,3.0,1122.0,2021-2022 Deer Harvest Report.pdf
2803,2021,DER-1-216,43.0,3.4,3.1,55.0,2021-2022 Deer Harvest Report.pdf
2804,2021,DER-2-225,10.0,3.5,8.0,25.0,2021-2022 Deer Harvest Report.pdf
2805,2021,DER-3-226,20.0,3.0,3.5,2222.0,2021-2022 Deer Harvest Report.pdf
2806,2021,DER-1-221,0.0,4.0,5.0,5.0,2021-2022 Deer Harvest Report.pdf
2807,2021,DER-2-253,36.0,3.6,7.1,75.0,2021-2022 Deer Harvest Report.pdf
2808,2021,DER-2-254,18.0,3.4,6.8,60.0,2021-2022 Deer Harvest Report.pdf
2809,2021,DER-2-255,15.0,3.1,6.0,40.0,2021-2022 Deer Harvest Report.pdf
2810,2021,DER-3-256,26.0,3.0,3.6,3.0,2021-2022 Deer Harvest Report.pdf
2811,2021,DER-3-257,28.0,3.2,3.8,4422.0,2021-2022 Deer Harvest Report.pdf
2812,2021,DER-1-246,100.0,4.0,2.5,2.0,2021-2022 Deer Harvest Report.pdf
2813,2021,DER-1-247,52.0,3.6,3.2,28.0,2021-2022 Deer Harvest Report.pdf
2814,2021,DER-1-248,63.0,3.8,2.6,50.0,2021-2022 Deer Harvest Report.pdf
2815,2021,DER-1-249,0.0,1.0,0.0,1.0,2021-2022 Deer Harvest Report.pdf
2816,2021,DER-1-258,13.0,2.9,3.3,100.0,2021-2022 Deer Harvest Report.pdf
2817,2021,DER-1-259,11.0,2.9,3.1,100.0,2021-2022 Deer Harvest Report.pdf
2818,2021,DER-3-262,21.0,2.8,3.1,3.0,2021-2022 Deer Harvest Report.pdf
2819,2021,DER-1-258,25.0,2.8,3.8,5522.0,2021-2022 Deer Harvest Report.pdf
2820,2021,DER-1-259,25.0,3.3,4.8,8.0,2021-2022 Deer Harvest Report.pdf
2821,2021,DER-3-267,23.0,3.0,3.6,3.0,2021-2022 Deer Harvest Report.pdf
2822,2021,DER-1-263,46.0,2.8,3.6,62.0,2021-2022 Deer Harvest Report.pdf
2823,2021,DER-1-264,50.0,3.8,2.6,14.0,2021-2022 Deer Harvest Report.pdf
2824,2021,DER-2-274,26.0,3.8,6.3,40.0,2021-2022 Deer Harvest Report.pdf
2825,2021,DER-3-275,19.0,2.6,3.5,3.0,2021-2022 Deer Harvest Report.pdf
2826,2021,DER-3-276,50.0,3.3,3.4,7722.0,2021-2022 Deer Harvest Report.pdf
2827,2021,DER-1-268,71.0,4.4,3.0,9.0,2021-2022 Deer Harvest Report.pdf
2828,2021,DER-1-269,0.0,3.5,3.5,6.0,2021-2022 Deer Harvest Report.pdf
2829,2021,DER-1-270,100.0,4.2,2.6,5.0,2021-2022 Deer Harvest Report.pdf
2830,2021,DER-1-279,9.0,2.5,3.2,3.0,2021-2022 Deer Harvest Report.pdf
2831,2021,DER-1-280,14.0,3.0,3.6,170.0,2021-2022 Deer Harvest Report.pdf
2832,2021,DER-2-288,20.0,3.4,7.2,100.0,2021-2022 Deer Harvest Report.pdf
2833,2021,DER-3-289,13.0,2.6,3.8,325.0,2021-2022 Deer Harvest Report.pdf
2834,2021,DER-1-284,24.0,3.0,3.0,33.0,2021-2022 Deer Harvest Report.pdf
2835,2021,DER-1-285,29.0,2.9,3.3,62.0,2021-2022 Deer Harvest Report.pdf
2836,2021,DER-3-294,28.0,2.6,3.5,175.0,2021-2022 Deer Harvest Report.pdf
2837,2021,DER-1-290,45.0,3.6,3.0,1133.0,2021-2022 Deer Harvest Report.pdf
2838,2021,DER-1-291,51.0,3.5,2.8,181.0,2021-2022 Deer Harvest Report.pdf
2839,2021,DER-2-300,22.0,3.3,5.7,100.0,2021-2022 Deer Harvest Report.pdf
2840,2021,DER-3-301,12.0,2.4,3.5,176.0,2021-2022 Deer Harvest Report.pdf
2841,2021,DER-1-295,34.0,3.5,3.0,2233.0,2021-2022 Deer Harvest Report.pdf
2842,2021,DER-1-296,46.0,3.5,3.1,168.0,2021-2022 Deer Harvest Report.pdf
2843,2021,DER-1-297,100.0,4.2,1.4,13.0,2021-2022 Deer Harvest Report.pdf
2844,2021,DER-1-302,22.0,2.6,3.8,150.0,2021-2022 Deer Harvest Report.pdf
2845,2021,DER-1-303,28.0,2.7,3.3,150.0,2021-2022 Deer Harvest Report.pdf
2846,2021,DER-2-304,6.0,2.7,7.3,61.0,2021-2022 Deer Harvest Report.pdf
2847,2021,DER-3-307,0.0,2.5,4.0,10.0,2021-2022 Deer Harvest Report.pdf
2848,2021,DER-3-308,13.0,2.4,2.5,3333.0,2021-2022 Deer Harvest Report.pdf
2849,2021,DER-1-302,8.0,2.3,3.8,37.0,2021-2022 Deer Harvest Report.pdf
2850,2021,DER-1-303,20.0,2.7,3.4,75.0,2021-2022 Deer Harvest Report.pdf
2851,2021,DER-2-314,21.0,3.4,5.6,350.0,2021-2022 Deer Harvest Report.pdf
2852,2021,DER-1-310,50.0,2.3,2.8,5.0,2021-2022 Deer Harvest Report.pdf
2853,2021,DER-3-321,40.0,3.5,3.2,115.0,2021-2022 Deer Harvest Report.pdf
2854,2021,DER-1-317,31.0,3.3,3.3,29.0,2021-2022 Deer Harvest Report.pdf
2855,2021,DER-3-327,13.0,2.9,3.6,125.0,2021-2022 Deer Harvest Report.pdf
2856,2021,DER-1-323,47.0,3.9,3.8,73.0,2021-2022 Deer Harvest Report.pdf
2857,2021,DER-1-324,46.0,3.7,3.0,120.0,2021-2022 Deer Harvest Report.pdf
2858,2021,DER-3-332,8.0,2.3,4.2,100.0,2021-2022 Deer Harvest Report.pdf
2859,2021,DER-1-328,25.0,3.5,3.6,8833.0,2021-2022 Deer Harvest Report.pdf
2860,2021,DER-1-329,31.0,3.1,3.3,39.0,2021-2022 Deer Harvest Report.pdf
2861,2021,DER-3-337,9.0,2.5,3.6,40.0,2021-2022 Deer Harvest Report.pdf
2862,2021,DER-1-333,37.0,3.0,2.5,9933.0,2021-2022 Deer Harvest Report.pdf
2863,2021,DER-1-334,37.0,3.3,2.7,84.0,2021-2022 Deer Harvest Report.pdf
2864,2021,DER-3-342,45.0,2.6,3.5,25.0,2021-2022 Deer Harvest Report.pdf
2865,2021,DER-1-338,49.0,3.6,3.0,44.0,2021-2022 Deer Harvest Report.pdf
2866,2021,DER-1-339,55.0,3.8,2.4,141.0,2021-2022 Deer Harvest Report.pdf
2867,2021,DER-1-343,38.0,3.1,2.4,40.0,2021-2022 Deer Harvest Report.pdf
2868,2021,DER-1-344,41.0,2.7,2.3,3.0,2021-2022 Deer Harvest Report.pdf
2869,2021,DER-1-345,100.0,4.0,2.3,5.0,2021-2022 Deer Harvest Report.pdf
2870,2021,DER-2-348,56.0,4.0,6.8,10.0,2021-2022 Deer Harvest Report.pdf
2871,2021,DER-2-349,0.0,3.5,5.8,10.0,2021-2022 Deer Harvest Report.pdf
2872,2021,DER-3-350,37.0,3.3,3.5,3.0,2021-2022 Deer Harvest Report.pdf
2873,2021,DER-1-343,48.0,3.7,3.4,1144.0,2021-2022 Deer Harvest Report.pdf
2874,2021,DER-1-344,50.0,3.8,3.4,3.0,2021-2022 Deer Harvest Report.pdf
2875,2021,DER-1-345,80.0,4.7,2.7,21.0,2021-2022 Deer Harvest Report.pdf
2876,2021,DER-3-355,33.0,3.9,2.8,3.0,2021-2022 Deer Harvest Report.pdf
2877,2021,DER-1-351,59.0,3.7,2.8,2244.0,2021-2022 Deer Harvest Report.pdf
2878,2021,DER-1-352,41.0,3.7,3.1,3.0,2021-2022 Deer Harvest Report.pdf
2879,2021,DER-2-363,34.0,3.7,7.0,150.0,2021-2022 Deer Harvest Report.pdf
2880,2021,DER-3-364,48.0,3.6,3.7,3.0,2021-2022 Deer Harvest Report.pdf
2881,2021,DER-1-359,48.0,3.5,3.0,5544.0,2021-2022 Deer Harvest Report.pdf
2882,2021,DER-1-360,0.0,2.4,3.0,5.0,2021-2022 Deer Harvest Report.pdf
2883,2021,DER-3-368,33.0,3.8,3.6,3.0,2021-2022 Deer Harvest Report.pdf
2884,2021,DER-1-365,47.0,3.7,2.7,7744.0,2021-2022 Deer Harvest Report.pdf
2885,2021,DER-3-372,40.0,3.8,3.5,3.0,2021-2022 Deer Harvest Report.pdf
2886,2021,DER-1-369,33.0,3.3,1.7,8844.0,2021-2022 Deer Harvest Report.pdf
2887,2021,DER-1-381,40.0,2.7,2.8,15.0,2021-2022 Deer Harvest Report.pdf
2888,2021,DER-3-387,39.0,3.4,4.1,25.0,2021-2022 Deer Harvest Report.pdf
2889,2021,DER-1-399,30.0,3.3,2.4,15.0,2021-2022 Deer Harvest Report.pdf
2890,2021,DER-1-400,64.0,3.6,2.5,3.0,2021-2022 Deer Harvest Report.pdf
2891,2021,DER-2-403,14.0,2.6,8.0,10.0,2021-2022 Deer Harvest Report.pdf
2892,2021,DER-3-404,56.0,3.4,3.2,3.0,2021-2022 Deer Harvest Report.pdf
2893,2021,DER-1-399,78.0,3.6,3.1,26.0,2021-2022 Deer Harvest Report.pdf
2894,2021,DER-2-409,31.0,3.4,9.2,20.0,2021-2022 Deer Harvest Report.pdf
2895,2021,DER-2-410,37.0,3.1,6.6,20.0,2021-2022 Deer Harvest Report.pdf
2896,2021,DER-3-411,33.0,3.9,4.4,3.0,2021-2022 Deer Harvest Report.pdf
2897,2021,DER-1-405,60.0,4.5,3.5,45.0,2021-2022 Deer Harvest Report.pdf
2898,2021,DER-1-406,73.0,4.1,3.3,3.0,2021-2022 Deer Harvest Report.pdf
2899,2021,DER-2-417,0.0,3.3,7.4,10.0,2021-2022 Deer Harvest Report.pdf
2900,2021,DER-1-413,43.0,3.4,3.4,3.0,2021-2022 Deer Harvest Report.pdf
2901,2021,DER-1-419,53.0,3.3,3.6,40.0,2021-2022 Deer Harvest Report.pdf
2902,2021,DER-1-420,25.0,2.8,3.2,3.0,2021-2022 Deer Harvest Report.pdf
2903,2021,DER-1-421,100.0,4.8,1.8,5.0,2021-2022 Deer Harvest Report.pdf
2904,2021,DER-2-424,33.0,2.7,9.2,10.0,2021-2022 Deer Harvest Report.pdf
2905,2021,DER-3-425,35.0,2.8,4.8,3.0,2021-2022 Deer Harvest Report.pdf
2906,2021,DER-1-419,67.0,3.8,3.0,9955.0,2021-2022 Deer Harvest Report.pdf
2907,2021,DER-1-420,50.0,3.7,3.1,3.0,2021-2022 Deer Harvest Report.pdf
2908,2021,DER-1-421,89.0,4.4,2.0,13.0,2021-2022 Deer Harvest Report.pdf
2909,2021,ELK-2-100,28.0,3.65,7.55,120.0,2021-2022 Elk Harvest Report.pdf
2910,2021,ELK-2-101,20.0,3.91,6.81,120.0,2021-2022 Elk Harvest Report.pdf
2911,2021,ELK-3-102,39.0,3.69,3.33,125.0,2021-2022 Elk Harvest Report.pdf
2912,2021,ELK-1-103,47.0,4.02,3.52,75.0,2021-2022 Elk Harvest Report.pdf
2913,2021,ELK-1-104,56.0,3.9,2.99,100.0,2021-2022 Elk Harvest Report.pdf
2914,2021,ELK-1-105,70.0,4.15,2.68,50.0,2021-2022 Elk Harvest Report.pdf
2915,2021,ELK-1-106,55.0,3.86,2.77,50.0,2021-2022 Elk Harvest Report.pdf
2916,2021,ELK-2-134,11.0,4.56,8.33,10.0,2021-2022 Elk Harvest Report.pdf
2917,2021,ELK-2-135,70.0,4.7,4.8,10.0,2021-2022 Elk Harvest Report.pdf
2918,2021,ELK-2-142,50.0,3.6,6.3,10.0,2021-2022 Elk Harvest Report.pdf
2919,2021,ELK-2-143,44.0,3.89,6.44,10.0,2021-2022 Elk Harvest Report.pdf
2920,2021,ELK-1-136,90.0,4.7,2.6,10.0,2021-2022 Elk Harvest Report.pdf
2921,2021,ELK-1-137,63.0,4.38,2.75,10.0,2021-2022 Elk Harvest Report.pdf
2922,2021,ELK-1-138,89.0,4.78,2.0,10.0,2021-2022 Elk Harvest Report.pdf
2923,2021,ELK-1-139,33.0,4.0,3.78,31.0,2021-2022 Elk Harvest Report.pdf
2924,2021,ELK-1-140,63.0,3.5,3.0,10.0,2021-2022 Elk Harvest Report.pdf
2925,2021,ELK-1-141,67.0,5.0,2.22,10.0,2021-2022 Elk Harvest Report.pdf
2926,2021,ELK-1-144,46.0,4.08,3.0,15.0,2021-2022 Elk Harvest Report.pdf
2927,2021,ELK-1-145,62.0,4.77,2.77,15.0,2021-2022 Elk Harvest Report.pdf
2928,2021,ELK-1-146,67.0,4.83,3.0,10.0,2021-2022 Elk Harvest Report.pdf
2929,2021,ELK-1-147,46.0,3.92,2.62,15.0,2021-2022 Elk Harvest Report.pdf
2930,2021,ELK-1-148,36.0,4.09,2.73,15.0,2021-2022 Elk Harvest Report.pdf
2931,2021,ELK-2-173,23.0,3.81,7.11,231.0,2021-2022 Elk Harvest Report.pdf
2932,2021,ELK-2-174,22.0,3.65,5.82,229.0,2021-2022 Elk Harvest Report.pdf
2933,2021,ELK-3-175,26.0,3.09,3.76,50.0,2021-2022 Elk Harvest Report.pdf
2934,2021,ELK-3-176,34.0,3.7,3.66,120.0,2021-2022 Elk Harvest Report.pdf
2935,2021,ELK-3-177,13.0,3.36,3.71,50.0,2021-2022 Elk Harvest Report.pdf
2936,2021,ELK-1-178,24.0,3.54,3.91,230.0,2021-2022 Elk Harvest Report.pdf
2937,2021,ELK-1-179,18.0,3.39,3.89,230.0,2021-2022 Elk Harvest Report.pdf
2938,2021,ELK-1-180,25.0,3.28,3.18,80.0,2021-2022 Elk Harvest Report.pdf
2939,2021,ELK-1-181,22.0,2.22,3.8,56.0,2021-2022 Elk Harvest Report.pdf
2940,2021,ELK-1-182,11.0,2.74,3.13,73.0,2021-2022 Elk Harvest Report.pdf
2941,2021,ELK-1-183,26.0,3.02,3.48,115.0,2021-2022 Elk Harvest Report.pdf
2942,2021,ELK-1-528,32.0,2.77,3.06,50.0,2021-2022 Elk Harvest Report.pdf
2943,2021,ELK-2-184,30.0,4.16,7.05,151.0,2021-2022 Elk Harvest Report.pdf
2944,2021,ELK-2-185,32.0,4.12,5.8,102.0,2021-2022 Elk Harvest Report.pdf
2945,2021,ELK-3-186,41.0,3.88,3.64,104.0,2021-2022 Elk Harvest Report.pdf
2946,2021,ELK-1-187,37.0,3.71,3.56,100.0,2021-2022 Elk Harvest Report.pdf
2947,2021,ELK-1-188,34.0,3.6,3.46,103.0,2021-2022 Elk Harvest Report.pdf
2948,2021,ELK-1-189,25.0,3.19,3.66,30.0,2021-2022 Elk Harvest Report.pdf
2949,2021,ELK-1-502,32.0,3.7,3.02,50.0,2021-2022 Elk Harvest Report.pdf
2950,2021,ELK-1-503,79.0,4.15,2.23,50.0,2021-2022 Elk Harvest Report.pdf
2951,2021,ELK-1-196,38.0,4.04,3.23,35.0,2021-2022 Elk Harvest Report.pdf
2952,2021,ELK-1-197,32.0,3.86,3.09,35.0,2021-2022 Elk Harvest Report.pdf
2953,2021,ELK-1-198,5.0,2.9,3.4,27.0,2021-2022 Elk Harvest Report.pdf
2954,2021,ELK-1-199,32.0,3.54,3.14,35.0,2021-2022 Elk Harvest Report.pdf
2955,2021,ELK-2-201,29.0,3.61,7.38,150.0,2021-2022 Elk Harvest Report.pdf
2956,2021,ELK-2-202,28.0,4.13,6.55,105.0,2021-2022 Elk Harvest Report.pdf
2957,2021,ELK-3-203,32.0,3.61,4.01,156.0,2021-2022 Elk Harvest Report.pdf
2958,2021,ELK-1-204,40.0,3.73,3.6,105.0,2021-2022 Elk Harvest Report.pdf
2959,2021,ELK-1-205,34.0,3.56,3.76,105.0,2021-2022 Elk Harvest Report.pdf
2960,2021,ELK-1-206,20.0,3.16,3.39,30.0,2021-2022 Elk Harvest Report.pdf
2961,2021,ELK-1-207,28.0,3.26,3.3,27.0,2021-2022 Elk Harvest Report.pdf
2962,2021,ELK-1-504,36.0,3.5,3.0,50.0,2021-2022 Elk Harvest Report.pdf
2963,2021,ELK-1-505,54.0,3.83,2.66,50.0,2021-2022 Elk Harvest Report.pdf
2964,2021,ELK-1-211,16.0,3.76,7.0,30.0,2021-2022 Elk Harvest Report.pdf
2965,2021,ELK-1-212,13.0,2.8,3.51,50.0,2021-2022 Elk Harvest Report.pdf
2966,2021,ELK-2-213,7.0,3.29,6.75,36.0,2021-2022 Elk Harvest Report.pdf
2967,2021,ELK-2-214,42.0,3.97,6.52,35.0,2021-2022 Elk Harvest Report.pdf
2968,2021,ELK-2-222,17.0,3.11,3.89,25.0,2021-2022 Elk Harvest Report.pdf
2969,2021,ELK-1-215,47.0,3.77,3.4,35.0,2021-2022 Elk Harvest Report.pdf
2970,2021,ELK-1-216,47.0,3.8,3.29,60.0,2021-2022 Elk Harvest Report.pdf
2971,2021,ELK-1-217,41.0,3.36,21.0,80.0,2021-2022 Elk Harvest Report.pdf
2972,2021,ELK-1-218,25.0,3.41,3.65,80.0,2021-2022 Elk Harvest Report.pdf
2973,2021,ELK-1-219,33.0,3.46,3.35,60.0,2021-2022 Elk Harvest Report.pdf
2974,2021,ELK-1-220,53.0,3.58,3.23,27.0,2021-2022 Elk Harvest Report.pdf
2975,2021,ELK-1-221,49.0,3.78,3.2,64.0,2021-2022 Elk Harvest Report.pdf
2976,2021,ELK-3-229,26.0,3.27,3.49,110.0,2021-2022 Elk Harvest Report.pdf
2977,2021,ELK-3-230,33.0,3.69,3.16,108.0,2021-2022 Elk Harvest Report.pdf
2978,2021,ELK-3-507,40.0,3.46,3.02,61.0,2021-2022 Elk Harvest Report.pdf
2979,2021,ELK-3-508,31.0,3.2,3.39,61.0,2021-2022 Elk Harvest Report.pdf
2980,2021,ELK-3-237,44.0,3.54,1.0,251.0,2021-2022 Elk Harvest Report.pdf
2981,2021,ELK-3-238,39.0,3.89,3.5,250.0,2021-2022 Elk Harvest Report.pdf
2982,2021,ELK-3-509,67.0,4.3,2.44,75.0,2021-2022 Elk Harvest Report.pdf
2983,2021,ELK-3-510,48.0,3.62,3.12,75.0,2021-2022 Elk Harvest Report.pdf
2984,2021,ELK-1-244,59.0,3.76,3.12,75.0,2021-2022 Elk Harvest Report.pdf
2985,2021,ELK-1-245,42.0,3.53,3.25,75.0,2021-2022 Elk Harvest Report.pdf
2986,2021,ELK-1-511,65.0,3.79,2.65,75.0,2021-2022 Elk Harvest Report.pdf
2987,2021,ELK-1-512,43.0,3.9,2.65,75.0,2021-2022 Elk Harvest Report.pdf
2988,2021,ELK-1-249,27.0,3.4,3.83,136.0,2021-2022 Elk Harvest Report.pdf
2989,2021,ELK-1-250,67.0,1.33,8.33,161.0,2021-2022 Elk Harvest Report.pdf
2990,2021,ELK-2-251,15.0,3.1,8.14,144.0,2021-2022 Elk Harvest Report.pdf
2991,2021,ELK-2-252,9.0,3.35,7.06,99.0,2021-2022 Elk Harvest Report.pdf
2992,2021,ELK-1-253,57.0,4.0,3.48,25.0,2021-2022 Elk Harvest Report.pdf
2993,2021,ELK-1-254,18.0,2.5,4.18,50.0,2021-2022 Elk Harvest Report.pdf
2994,2021,ELK-1-255,12.0,2.53,4.19,91.0,2021-2022 Elk Harvest Report.pdf
2995,2021,ELK-1-256,24.0,3.09,3.85,49.0,2021-2022 Elk Harvest Report.pdf
2996,2021,ELK-1-257,12.0,3.28,3.68,48.0,2021-2022 Elk Harvest Report.pdf
2997,2021,ELK-1-513,34.0,3.18,3.26,74.0,2021-2022 Elk Harvest Report.pdf
2998,2021,ELK-1-514,24.0,3.28,3.14,75.0,2021-2022 Elk Harvest Report.pdf
2999,2021,ELK-1-263,58.0,4.2,3.3,50.0,2021-2022 Elk Harvest Report.pdf
3000,2021,ELK-1-264,34.0,3.73,3.05,51.0,2021-2022 Elk Harvest Report.pdf
3001,2021,ELK-1-515,57.0,3.8,3.17,75.0,2021-2022 Elk Harvest Report.pdf
3002,2021,ELK-1-516,42.0,3.25,2.86,74.0,2021-2022 Elk Harvest Report.pdf
3003,2021,ELK-1-270,23.0,3.23,3.15,75.0,2021-2022 Elk Harvest Report.pdf
3004,2021,ELK-1-271,39.0,3.39,3.17,75.0,2021-2022 Elk Harvest Report.pdf
3005,2021,ELK-1-517,35.0,3.29,3.11,75.0,2021-2022 Elk Harvest Report.pdf
3006,2021,ELK-1-518,16.0,2.45,2.88,75.0,2021-2022 Elk Harvest Report.pdf
3007,2021,ELK-2-272,15.0,3.59,8.19,125.0,2021-2022 Elk Harvest Report.pdf
3008,2021,ELK-2-273,23.0,3.59,6.1,75.0,2021-2022 Elk Harvest Report.pdf
3009,2021,ELK-3-274,52.0,3.72,3.52,25.0,2021-2022 Elk Harvest Report.pdf
3010,2021,ELK-3-275,21.0,3.25,4.07,101.0,2021-2022 Elk Harvest Report.pdf
3011,2021,ELK-3-276,21.0,2.95,3.92,100.0,2021-2022 Elk Harvest Report.pdf
3012,2021,ELK-3-277,32.0,3.41,4.0,25.0,2021-2022 Elk Harvest Report.pdf
3013,2021,ELK-3-278,11.0,3.79,71.0,25.0,2021-2022 Elk Harvest Report.pdf
3014,2021,ELK-3-279,19.0,3.12,3.53,100.0,2021-2022 Elk Harvest Report.pdf
3015,2021,ELK-3-280,18.0,3.04,3.41,100.0,2021-2022 Elk Harvest Report.pdf
3016,2021,ELK-3-519,15.0,2.56,3.5,60.0,2021-2022 Elk Harvest Report.pdf
3017,2021,ELK-3-520,27.0,3.07,3.66,60.0,2021-2022 Elk Harvest Report.pdf
3018,2021,ELK-1-284,26.0,3.3,3.83,35.0,2021-2022 Elk Harvest Report.pdf
3019,2021,ELK-1-285,24.0,3.23,3.69,55.0,2021-2022 Elk Harvest Report.pdf
3020,2021,ELK-1-286,43.0,3.95,3.48,30.0,2021-2022 Elk Harvest Report.pdf
3021,2021,ELK-1-293,20.0,2.0,2.9,15.0,2021-2022 Elk Harvest Report.pdf
3022,2021,ELK-1-294,40.0,3.1,3.6,27.0,2021-2022 Elk Harvest Report.pdf
3023,2021,ELK-1-295,17.0,3.33,4.08,15.0,2021-2022 Elk Harvest Report.pdf
3024,2021,ELK-1-296,7.0,3.57,3.36,20.0,2021-2022 Elk Harvest Report.pdf
3025,2021,ELK-1-300,41.0,3.59,32.0,25.0,2021-2022 Elk Harvest Report.pdf
3026,2021,ELK-1-302,20.0,3.25,3.69,75.0,2021-2022 Elk Harvest Report.pdf
3027,2021,ELK-1-303,53.0,3.79,2.95,20.0,2021-2022 Elk Harvest Report.pdf
3028,2021,ELK-1-309,67.0,4.67,3.67,5.0,2021-2022 Elk Harvest Report.pdf
3029,2021,ELK-1-310,50.0,1.75,3.0,5.0,2021-2022 Elk Harvest Report.pdf
3030,2021,ELK-2-311,40.0,4.05,7.78,201.0,2021-2022 Elk Harvest Report.pdf
3031,2021,ELK-2-312,50.0,4.34,5.9,200.0,2021-2022 Elk Harvest Report.pdf
3032,2021,ELK-2-321,17.0,3.65,3.89,200.0,2021-2022 Elk Harvest Report.pdf
3033,2021,ELK-3-316,77.0,4.28,2.71,75.0,2021-2022 Elk Harvest Report.pdf
3034,2021,ELK-1-313,57.0,4.0,2.68,121.0,2021-2022 Elk Harvest Report.pdf
3035,2021,ELK-1-314,75.0,4.11,2.93,50.0,2021-2022 Elk Harvest Report.pdf
3036,2021,ELK-1-315,51.0,3.62,43.0,251.0,2021-2022 Elk Harvest Report.pdf
3037,2021,ELK-1-317,48.0,4.07,3.5,151.0,2021-2022 Elk Harvest Report.pdf
3038,2021,ELK-1-318,44.0,3.94,3.27,27.0,2021-2022 Elk Harvest Report.pdf
3039,2021,ELK-1-319,48.0,3.91,3.17,353.0,2021-2022 Elk Harvest Report.pdf
3040,2021,ELK-1-320,48.0,3.91,2.98,351.0,2021-2022 Elk Harvest Report.pdf
3041,2021,ELK-1-521,70.0,3.99,2.25,80.0,2021-2022 Elk Harvest Report.pdf
3042,2021,ELK-2-329,31.0,3.81,6.19,75.0,2021-2022 Elk Harvest Report.pdf
3043,2021,ELK-2-330,31.0,3.74,5.95,73.0,2021-2022 Elk Harvest Report.pdf
3044,2021,ELK-3-331,31.0,3.43,3.85,136.0,2021-2022 Elk Harvest Report.pdf
3045,2021,ELK-3-334,17.0,3.36,3.55,49.0,2021-2022 Elk Harvest Report.pdf
3046,2021,ELK-1-332,12.0,3.12,3.92,140.0,2021-2022 Elk Harvest Report.pdf
3047,2021,ELK-1-333,11.0,2.91,3.95,140.0,2021-2022 Elk Harvest Report.pdf
3048,2021,ELK-1-361,57.0,2.43,3.57,10.0,2021-2022 Elk Harvest Report.pdf
3049,2021,ELK-2-363,50.0,4.1,6.7,10.0,2021-2022 Elk Harvest Report.pdf
